dismissal_dataset_id,coname,gvkey,fyear,co_per_rol,exec_fullname,departure_code,CEO_left_due_to
2339,MODINE MANUFACTURING CO,7486,2002,3545,Donald R. Johnson,5,Retired
2340,MODINE MANUFACTURING CO,7486,2007,10373,David B. Rayburn,5,Retired
2344,MGI PHARMA INC,7504,2002,20755,Charles N. Blitzer,5,Retired
2345,MGI PHARMA INC,7504,2006,20759,"Leon O. Moulder, Jr.",7,Other
2346,MOLEX INC,7506,2001,3549,Frederick A. Krehbiel,5,Retired
2348,MOLEX INC,7506,2005,3549,Frederick A. Krehbiel,5,Retired
2349,MOLEX INC,7506,2013,15715,Martin P. Slark,5,Retired
2350,QUIDEL CORP,7526,2008,64452,Caren L. Mason,5,Retired
2353,PHARMACIA CORP,7536,2002,19708,Fred Hassan,7,Other
2355,MONTANA POWER CO,7537,2000,3555,Robert P. Gannon,7,Other
2356,MOOG INC -CL A,7549,2012,36318,Robert T. Brady,5,Retired
2364,MORGAN KEEGAN INC,7564,2000,19245,"Allen B. Morgan, Jr.",7,Other
2377,MOTOROLA SOLUTIONS INC,7585,2007,28550,Edward J. Zander,5,Retired
2378,MOTOROLA SOLUTIONS INC,7585,2008,26740,Gregory Q. Brown,7,Other
2379,MOTOROLA SOLUTIONS INC,7585,2010,37020,Sanjay K. Jha Ph.D. B.E.,7,Other
2384,MURPHY OIL CORP,7620,2008,3583,Claiborne P. Deming,5,Retired
2386,MURPHY OIL CORP,7620,2013,5134,Steven A. Coss,5,Retired
2388,MYERS INDUSTRIES INC,7636,2004,6309,Stephen E. Myers,5,Retired
2389,MYERS INDUSTRIES INC,7636,2015,27050,John C. Orr,5,Retired
2392,MYLAN NV,7637,2001,3588,Milan Puskar,5,Retired
2393,MYLAN NV,7637,2011,25686,Robert J. Coury,5,Retired
2397,BANK OF AMERICA CORP,7647,2000,1553,Hugh L. McColl Jr.,5,Retired
2401,NCR CORP,7648,2004,18946,Mark Vincent Hurd,6,New Opportunity
2402,NCR CORP,7648,2005,30278,James M. Ringler,7,Other
2408,NORTHWEST AIRLINES CORP,7672,2000,9050,John H. Dasburg,6,New Opportunity
2409,NORTHWEST AIRLINES CORP,7672,2004,17514,Richard H. Anderson,6,New Opportunity
2410,NORTHWEST AIRLINES CORP,7672,2007,12176,Douglas M. Steenland,7,Other
2414,NANOMETRICS INC,7682,2017,44408,Timothy J. Stultz,5,Retired
2415,NANOMETRICS INC,7682,2018,58797,"Pierre-Yves Lesaicherre, Ph.D.",7,Other
2418,NASH FINCH CO,7691,2005,16855,Ronald Marshall,5,Retired
2419,NASH FINCH CO,7691,2012,32844,Alec C. Covington,7,Other
2422,NASHUA CORP,7692,2000,12355,Gerald G. Garbacz,5,Retired
2423,NASHUA CORP,7692,2005,21641,Andrew B. Albert,5,Retired
2424,NASHUA CORP,7692,2008,32858,Thomas G. Brooker,7,Other
2427,NATIONAL CITY CORP,7711,2007,25115,"Peter E. Raskind, Jr.",7,Other
2429,NDCHEALTH CORP,7723,2000,6325,Robert A. Yellowlees,7,Other
2430,NDCHEALTH CORP,7723,2003,17558,Walter M. Hoff,7,Other
2434,NATIONAL FUEL GAS CO,7733,2001,3598,Bernard J. Kennedy,5,Retired
2435,NATIONAL FUEL GAS CO,7733,2007,3599,Philip C. Ackerman,5,Retired
2436,NATIONAL FUEL GAS CO,7733,2012,20804,David F. Smith,5,Retired
2449,NPC RESTAURANT HOLDINGS LLC,7761,2016,10391,James Kendig Schwartz,7,Other
2454,NATIONAL SEMICONDUCTOR CORP,7772,2010,10399,Donald MacLeod,7,Other
2456,NATIONAL SERVICE INDS INC,7773,2001,11583,James S. Balloun,7,Other
2458,NBTY INC,7798,2010,6334,Scott Rudolph,5,Retired
2459,NBTY INC,7798,2014,44806,Jeffrey A. Nagel,5,Retired
2460,NBTY INC,7798,2015,49857,Steven A. Cahillane,6,New Opportunity
2467,NELSON (THOMAS) INC,7809,2004,6345,Sam Moore,7,Other
2471,NV ENERGY INC,7824,2007,22325,Walter M. Higgins III,5,Retired
2472,NV ENERGY INC,7824,2012,27255,Michael W. Yackira,7,Other
2475,NEW ENGLAND BUSINESS SVC INC,7835,2003,11537,Robert J. Murray,5,Retired
2481,NEW PLAN EXCEL REALTY TR,7852,2008,23000,Glenn J. Rufrano,7,Other
2482,NEW PLAN EXCEL REALTY TR,7852,2009,35482,Michael A. Carroll,5,Retired
2484,ENERGY EAST CORP,7862,2007,12487,Wesley William von Schack,7,Other
2486,NEW YORK TIMES CO -CL A,7866,2004,12358,Russell T. Lewis,5,Retired
2488,NEW YORK TIMES CO -CL A,7866,2012,1595,Arthur O. Sulzberger Jr.,5,Retired
2493,NEWELL BRANDS INC,7875,2011,30712,Mark D. Ketchum,5,Retired
2496,NEWMONT MINING CORP,7881,2000,1606,Ronald C. Cambre,5,Retired
2501,NEWPORT CORP,7883,2007,22053,Robert G. Deuster,5,Retired
2502,NEWPORT CORP,7883,2015,22056,Robert J. Phillippy,7,Other
2504,NIAGARA MOHAWK HOLDINGS INC,7892,2000,1612,William E. Davis,7,Other
2507,NICOR INC,7904,2010,23704,Russ Martin Strobel,7,Other
2508,NIKE INC -CL B,7906,2004,1621,Philip H. Knight,5,Retired
2510,NIKE INC -CL B,7906,2018,1623,Mark G. Parker,5,Retired
2511,NOBLE ENERGY INC,7912,2000,3632,Robert Kelley,5,Retired
2512,NOBLE ENERGY INC,7912,2014,21417,Charles D. Davidson,5,Retired
2515,NORDSON CORP,7921,2009,3638,Edward P. Campbell,5,Retired
2521,NORFOLK SOUTHERN CORP,7923,2005,1633,David R. Goode,5,Retired
2522,NORFOLK SOUTHERN CORP,7923,2014,21446,Charles W. Moorman IV,5,Retired
2524,NACCO INDUSTRIES -CL A,7938,2017,1638,Alfred Marshall Rankin Jr.,5,Retired
2529,EVERSOURCE ENERGY,7970,2003,14658,Michael G. Morris,6,New Opportunity
2530,EVERSOURCE ENERGY,7970,2011,25547,Charles W. Shivery,7,Other
2531,EVERSOURCE ENERGY,7970,2015,46729,Thomas J. May,5,Retired
2534,NISOURCE INC,7974,2004,3647,Gary L. Neale,5,Retired
2536,NISOURCE INC,7974,2014,29017,Robert C. Skaggs Jr.,7,Other
2538,XCEL ENERGY INC,7977,2000,1643,James J. Howard,5,Retired
2539,XCEL ENERGY INC,7977,2004,21220,Wayne H. Brunetti,5,Retired
2540,XCEL ENERGY INC,7977,2011,21221,Richard C. Kelly,5,Retired
2548,NORTEL NETWORKS CORP,7980,2010,33948,Paviter Singh Binning,7,Other
2550,NORTHERN TRUST CORP,7982,2007,3655,William A. Osborn M.B.A.,5,Retired
2551,NORTHERN TRUST CORP,7982,2017,28546,Frederick H. Waddell,5,Retired
2553,NORTHROP GRUMMAN CORP,7985,2002,1654,Kent Kresa,5,Retired
2554,NORTHROP GRUMMAN CORP,7985,2009,23659,Ronald D. Sugar,5,Retired
2555,NORTHROP GRUMMAN CORP,7985,2017,30956,Wesley G. Bush,5,Retired
2556,TEREX CORP,7991,2015,32398,Ronald M. De Feo,5,Retired
2559,NORTHWEST NATURAL HLDNG CO,7993,2002,12559,Richard G. Reiten,5,Retired
2560,NORTHWEST NATURAL HLDNG CO,7993,2008,16772,Mark S. Dodson,5,Retired
2561,NORTHWEST NATURAL HLDNG CO,7993,2016,27563,Gregg S. Kantor,5,Retired
2565,NORTHWESTERN CORP,8001,2004,28038,Gary G. Drook,7,Other
2570,NORTHWESTERN STL&WIRE,8003,2000,22653,"Frederick J. Rocchio, Jr.",7,Other
2571,WELLS FARGO & CO,8007,2007,1659,Richard M. Kovacevich,5,Retired
2577,NUCOR CORP,8030,2000,18793,H. David Aycock,7,Other
2578,NUCOR CORP,8030,2012,4889,Daniel R. DiMicco,5,Retired
2586,REMINGTON OIL&GAS CP -CL B,8049,2004,15545,James A. Watt,7,Other
2592,OCCIDENTAL PETROLEUM CORP,8068,2015,13993,Stephen I. Chazen,5,Retired
2594,OCEANEERING INTERNATIONAL,8079,2005,6394,John Rossman Huff,5,Retired
2595,OCEANEERING INTERNATIONAL,8079,2010,6395,T. Jay Collins,5,Retired
2596,OCEANEERING INTERNATIONAL,8079,2016,24510,M. Kevin McEvoy,5,Retired
2600,BRISTOW GROUP INC,8092,2001,19786,Louis F. Crane,5,Retired
2601,BRISTOW GROUP INC,8092,2003,6400,George M. Small,5,Retired
2602,BRISTOW GROUP INC,8092,2013,30077,William E. Chiles,5,Retired
2603,BRISTOW GROUP INC,8092,2018,44413,Jonathan E. Baliff,5,Retired
2605,COVANTA ENERGY CORP,8093,2001,1680,Scott G. Mackin,7,Other
2609,FIRSTENERGY CORP,8099,2014,1689,Anthony J. Alexander,5,Retired
2613,OGE ENERGY CORP,8113,2014,25514,Peter B. Delaney,5,Retired
2617,OLIN CORP,8123,2001,3669,Donald W. Griffin,5,Retired
2618,OLIN CORP,8123,2015,18470,Joseph D. Rupp,5,Retired
2622,OMNICARE INC,8133,2012,45259,John G. Figueroa,5,Retired
2624,OMNICARE INC,8133,2014,45257,Nitin Sahney,7,Other
2627,ONEOK INC,8151,2006,9677,David L. Kyle,5,Retired
2628,ONEOK INC,8151,2013,24049,John W. Gibson,7,Other
2634,OSHKOSH B'GOSH INC -CL A,8193,2004,1695,Douglas W. Hyde,7,Other
2639,OVERSEAS SHIPHOLDING GROUP,8210,2003,3678,Morton P. Hyman,5,Retired
2641,OVERSEAS SHIPHOLDING GROUP,8210,2014,19401,Robert E. Johnston,5,Retired
2643,OVERSEAS SHIPHOLDING GROUP,8210,2016,42516,Ian T. Blackley,7,Other
2645,OWENS & MINOR INC,8213,2004,6427,G. Gilmer Minor III,5,Retired
2646,OWENS & MINOR INC,8213,2014,6431,Craig R. Smith,5,Retired
2649,OWENS CORNING,8214,2007,18680,David T. Brown,5,Retired
2650,OWENS CORNING,8214,2018,22897,Michael H. Thaman,5,Retired
2651,OWENS-ILLINOIS INC,8215,2003,10947,Joseph H. Lemieux,5,Retired
2653,OWENS-ILLINOIS INC,8215,2015,33044,Albert P. L. Stroucken,5,Retired
2655,OXFORD INDUSTRIES INC,8219,2012,6432,J. Hicks Lanier,5,Retired
2660,PHH CORP,8240,2017,47532,Robert B. Crowl,7,Other
2662,PNC FINANCIAL SVCS GROUP INC,8245,2012,1711,James E. Rohr,5,Retired
2666,PPG INDUSTRIES INC,8247,2004,1718,Raymond W. LeBoeuf,5,Retired
2667,PPG INDUSTRIES INC,8247,2015,16073,Charles E. Bunch,5,Retired
2670,PACCAR INC,8253,2013,1725,Mark C. Pigott,5,Retired
2671,PACCAR INC,8253,2018,39091,"Ronald E. Armstrong, CPA",5,Retired
2674,PG&E CORP,8264,2004,4895,Robert D. Glynn Jr.,5,Retired
2676,PG&E CORP,8264,2011,45265,C. Lee Cox,7,Other
2677,PG&E CORP,8264,2016,45266,Anthony F. Earley Jr.,5,Retired
2682,SEMPRA ENERGY,8272,2010,16246,Donald E. Felsinger,5,Retired
2683,SEMPRA ENERGY,8272,2017,9078,Debra L. Reed-Klages,5,Retired
2691,PACIFICORP,8290,2018,39098,Gregory Edward Abel,7,Other
2692,PAXAR CORP,8293,2001,6442,Arthur Hershaft,5,Retired
2693,PAXAR CORP,8293,2002,22157,Paul J. Griswold,5,Retired
2694,PAXAR CORP,8293,2004,6442,Arthur Hershaft,5,Retired
2695,PAXAR CORP,8293,2006,30841,Robert P. Van Der Merwe,7,Other
2698,PALL CORP,8304,2011,1748,Eric Krasnoff,5,Retired
2699,PALL CORP,8304,2014,46452,Lawrence D. Kingsley,7,Other
2702,PAR PHARMACEUTCL HLDGS -REDH,8333,2002,6446,Kenneth I. Sawyer,5,Retired
2704,PAR PHARMACEUTCL HLDGS -REDH,8333,2012,34931,Patrick G. LePore,7,Other
2705,PAR PHARMACEUTCL HLDGS -REDH,8333,2014,34934,Paul V. Campanelli,7,Other
2708,PARKER DRILLING CO,8357,2009,3687,"Robert L. Parker, Jr.",5,Retired
2709,PARKER DRILLING CO,8357,2011,30489,David C. Mannon,5,Retired
2712,PARKER-HANNIFIN CORP,8358,2000,1759,Duane E. Collins,5,Retired
2713,PARKER-HANNIFIN CORP,8358,2015,23638,Donald E. Washkewicz,5,Retired
2715,PARKWAY PROPERTIES INC,8363,2011,36359,Steven G. Rogers,6,New Opportunity
2716,PARKWAY PROPERTIES INC,8363,2015,45273,James R. Heistand,7,Other
2719,PAYCHEX INC,8402,2003,3692,B. Thomas Golisano,5,Retired
2720,PAYCHEX INC,8402,2009,29837,Jonathan J. Judge,5,Retired
2721,PAYCHEX INC,8402,2018,28073,Martin Mucci,7,Other
2723,PAYLESS CASHWAYS,8404,2000,17589,Millard E. Barron,7,Other
2724,AMERICAN FINANCIAL GROUP INC,8431,2004,3697,Carl Henry Lindner,5,Retired
2727,PENN VIRGINIA CORP,8440,2010,29000,A. James Dearlove,5,Retired
2729,PENN VIRGINIA CORP,8440,2016,52056,Edward B. Cloues II,5,Retired
2733,PENNEY (J C) CO,8446,2004,21562,Allen I. Questrom,5,Retired
2736,PENNEY (J C) CO,8446,2015,29215,Myron E. Ullman III,5,Retired
2737,PENNEY (J C) CO,8446,2018,50097,Marvin R. Ellison,6,New Opportunity
2740,PPL CORP,8455,2006,4903,William F. Hecht,5,Retired
2741,PPL CORP,8455,2011,25049,James H. Miller,5,Retired
2743,PENNSYLVANIA RE INVS TRUST,8457,2011,34961,Ronald Rubin,5,Retired
2745,PENTAIR PLC,8463,2000,3702,Winslow H. Buxton,5,Retired
2746,PENTAIR PLC,8463,2017,18518,Randall J. Hogan III,7,Other
2748,PEOPLES ENERGY CORP,8470,2002,1772,Richard E. Terry,5,Retired
2750,PEP BOYS-MANNY MOE & JACK,8475,2002,1777,Mitchell G. Leibovitz,5,Retired
2752,PEP BOYS-MANNY MOE & JACK,8475,2006,31604,William Leonard,5,Retired
2753,PEP BOYS-MANNY MOE & JACK,8475,2007,35272,Jeffrey C. Rachor,6,New Opportunity
2756,PEPSICO INC,8479,2000,1783,Roger A. Enrico,5,Retired
2757,PEPSICO INC,8479,2006,12152,Steven S. Reinemund,5,Retired
2758,PEPSICO INC,8479,2018,18812,Indra K. Nooyi M.P.P.M.,5,Retired
2760,APPLIED BIOSYSTEMS INC,8488,2008,11532,Tony L. White,7,Other
2761,PDC ENERGY INC,8512,2003,36759,James N. Ryan,5,Retired
2762,PDC ENERGY INC,8512,2007,36365,Steven R. Williams,5,Retired
2764,PDC ENERGY INC,8512,2013,45910,James M. Trimble,5,Retired
2766,PFIZER INC,8530,2000,1792,William C. Steere Jr.,5,Retired
2770,PFIZER INC,8530,2018,32234,Ian C. Read,5,Retired
2772,PHELPS DODGE CORP,8536,2006,1799,J. Steven Whisler,7,Other
2775,EXELON CORP,8539,2001,1808,Corbin A. McNeill Jr.,5,Retired
2776,EXELON CORP,8539,2010,21213,John W. Rowe,7,Other
2778,AQUA AMERICA INC,8542,2014,6458,Nicholas DeBenedictis,5,Retired
2781,ALTRIA GROUP INC,8543,2001,1813,Geoffrey C. Bible,5,Retired
2782,ALTRIA GROUP INC,8543,2007,14028,Louis C. Camilleri BA,7,Other
2783,ALTRIA GROUP INC,8543,2011,16127,Michael E. Szymanczyk,7,Other
2784,ALTRIA GROUP INC,8543,2017,37255,Martin J. Barrington,5,Retired
2787,CONOCOPHILLIPS,8549,2011,4910,James J. Mulva,7,Other
2790,PVH CORP,8551,2005,3708,Bruce J. Klatsky,5,Retired
2796,PIEDMONT NATURAL GAS CO,8577,2002,6465,Ware F. Schiefer,5,Retired
2797,PIEDMONT NATURAL GAS CO,8577,2015,11764,Thomas E. Skains,7,Other
2799,PIER 1 IMPORTS INC/DE,8579,2006,6469,Marvin J. Girouard,5,Retired
2802,SENECA FOODS CORP,8582,2018,43079,Kraig H. Kayser,5,Retired
2807,AGILYSYS INC,8599,2001,6480,James L. Bayman,5,Retired
2812,AGILYSYS INC,8599,2016,46175,James H. Dennedy,5,Retired
2813,AGILYSYS INC,8599,2018,55587,Ramesh Srinivasan,7,Other
2814,PIPER JAFFRAY COS,8605,2017,9093,Andrew S. Duff,5,Retired
2816,PITNEY BOWES INC,8606,2006,4912,Michael J. Critelli,5,Retired
2817,PITNEY BOWES INC,8606,2012,16559,Murray D. Martin,5,Retired
2824,PLACER DOME INC,8626,2004,14047,Jay K. Taylor,5,Retired
2825,PLAINS RESOURCES INC,8627,2000,6489,Greg L. Armstrong,5,Retired
2827,PLAINS RESOURCES INC,8627,2003,24505,John T. Raymond,7,Other
2829,PLANTRONICS INC,8633,2013,47706,Pamela J. Strayer,7,Other
2830,PLANTRONICS INC,8633,2016,15866,S. Kenneth Kannappan,5,Retired
2834,POGO PRODUCING CO,8655,2006,6502,Paul G. Van Wagenen,7,Other
2836,PRIMARY PDC INC,8657,2000,9712,Gary T. DiCamillo,6,New Opportunity
2841,POSSIS MEDICAL INC,8687,2007,26471,Robert G. Dutcher,7,Other
2844,POTLATCHDELTIC CORP,8692,2005,1845,L. Pendleton Siegel,5,Retired
2845,POTLATCHDELTIC CORP,8692,2017,33003,Michael J. Covey,5,Retired
2847,PEPCO HOLDINGS INC,8694,2002,3730,John M. Derrick Jr.,5,Retired
2848,PEPCO HOLDINGS INC,8694,2008,3732,Dennis R. Wraase,5,Retired
2849,PEPCO HOLDINGS INC,8694,2015,28927,Joseph M. Rigby,5,Retired
2850,POWELL INDUSTRIES INC,8699,2008,39127,Thomas W. Powell,5,Retired
2851,POWELL INDUSTRIES INC,8699,2011,39128,Patrick L. McDonald,5,Retired
2852,POWELL INDUSTRIES INC,8699,2012,39127,Thomas W. Powell,7,Other
2854,POWELL INDUSTRIES INC,8699,2016,39127,Thomas W. Powell,7,Other
2857,PREPAID LEGAL SERVICES INC,8716,2009,15536,Harland Cecil Stonecipher,5,Retired
2858,PREPAID LEGAL SERVICES INC,8716,2010,32824,Mark Brown,7,Other
2859,PRECISION CASTPARTS CORP,8717,2001,3734,William C. McCormick,5,Retired
2862,PRICE COMMUNICATIONS CORP,8745,2006,20481,Robert Price,7,Other
2864,PRIME HOSPITALITY CORP,8750,2003,16962,A. F. Petrocelli,7,Other
2865,PRIMA ENERGY CORP,8755,2003,22685,Richard H. Lewis,7,Other
2869,PROCTER & GAMBLE CO,8762,2009,15575,Alan George Lafley,5,Retired
2870,PROCTER & GAMBLE CO,8762,2013,31447,Robert A. McDonald,5,Retired
2871,PROCTER & GAMBLE CO,8762,2015,15575,Alan George Lafley,5,Retired
2874,ARCHSTONE INC-REDH,8787,2006,21357,R. Scot Sellers,7,Other
2875,PROTECTIVE LIFE CORP,8789,2001,6518,Drayton Nabers Jr.,5,Retired
2876,PROTECTIVE LIFE CORP,8789,2016,6517,John Dixon Johns,5,Retired
2886,PNM RESOURCES INC,8807,2009,3757,Jeffry E. Sterba,5,Retired
2889,PUBLIC SERVICE ENTRP GRP INC,8810,2006,1858,E. James Ferland Jr.,5,Retired
2891,PUBLIX SUPER MARKETS INC,8815,2007,28476,Charles H. Jenkins Jr.,5,Retired
2892,PUBLIX SUPER MARKETS INC,8815,2015,28477,William E. Crenshaw,5,Retired
2896,PUGET ENERGY INC,8818,2010,25447,Stephen P. Reynolds,5,Retired
2899,PULTEGROUP INC,8823,2001,1864,Robert K. Burgess,7,Other
2900,PULTEGROUP INC,8823,2002,14458,Mark J. O'Brien,7,Other
2906,QUAKER CHEMICAL CORP,8850,2008,10028,Ronald James Naples,5,Retired
2909,QUAKER OATS CO,8852,2000,14302,Robert S. Morrison,7,Other
2912,NEXTGEN HEALTHCARE INC,8858,2007,31425,Louis E. Silverman,5,Retired
2913,NEXTGEN HEALTHCARE INC,8858,2014,38078,Steven T. Plochocki,5,Retired
2916,QUANEX CORP,8859,2001,6531,Vernon E. Oechsle,5,Retired
2917,QUANEX CORP,8859,2007,23377,Raymond A. Jean,7,Other
2919,QUANTUM CORP,8867,2001,3776,Michael A. Brown,5,Retired
2920,QUANTUM CORP,8867,2010,25981,Richard E. Belluzzo,5,Retired
2922,ADV NEUROMODULATION SYS INC,8872,2004,29814,Christopher G. Chavez,7,Other
2923,QUESTAR CORP,8873,2001,3780,R. D. Cash,5,Retired
2924,QUESTAR CORP,8873,2009,24003,Keith O. Rattie,7,Other
2925,QUESTAR CORP,8873,2015,44423,Ronald W. Jibson,7,Other
2927,RAYMOND JAMES FINANCIAL CORP,8898,2009,6537,Thomas Alan James Esq. J.D.,5,Retired
2929,RPM INTERNATIONAL INC,8902,2001,3785,Thomas C. Sullivan,5,Retired
2932,ROLLINS TRUCK LEASING,8912,2000,6544,"John W. Rollins, Jr.",7,Other
2934,RAVEN INDUSTRIES INC,8958,2010,53572,Ronald M. Moquist,5,Retired
2940,RAYTHEON CO,8972,2013,1882,William H. Swanson,5,Retired
2942,REEBOK INTERNATIONAL LTD,9004,2004,1884,Paul B. Fireman,7,Other
2943,REGAL BELOIT CORP,9016,2004,9726,James L. Packard,5,Retired
2944,REGAL BELOIT CORP,9016,2010,9727,Henry W. Knueppel,5,Retired
2945,REGAL BELOIT CORP,9016,2018,30519,Mark J. Gliebe,5,Retired
2948,REGIS CORP/MN,9023,2017,47847,Daniel J. Hanrahan,5,Retired
2951,HSBC USA INC,9061,2009,40101,Paul J. Lawrence,5,Retired
2955,AUTONATION INC,9063,2018,20938,Michael J. Jackson,5,Retired
2960,REYNOLDS & REYNOLDS -CL A,9112,2000,3801,David R. Holmes,5,Retired
2962,REYNOLDS & REYNOLDS -CL A,9112,2005,31284,Finbarr J. O'Neill,7,Other
2972,RITE AID CORP,9155,2009,20253,Mary Frances Sammons,5,Retired
2977,ROBBINS & MYERS INC,9173,2003,13465,Gerald L. Connelly,5,Retired
2978,ROBBINS & MYERS INC,9173,2004,13464,Daniel W. Duval,5,Retired
2979,ROBBINS & MYERS INC,9173,2012,28222,Peter C. Wallace,7,Other
2980,ACUITY CIMATRIX INC,9191,2003,20079,Pat V. Costa,7,Other
2981,RGS ENERGY GROUP INC,9194,2001,20243,Thomas S. Richards,7,Other
2985,ROCKWELL AUTOMATION,9203,2003,1906,Don H. Davis Jr.,5,Retired
2988,ROGERS CORP,9216,2003,20652,Walter E. Boomer,5,Retired
2989,ROGERS CORP,9216,2010,20653,Robert D. Wachob,5,Retired
2992,ROHM AND HAAS CO,9217,2007,14263,Rajiv Lochan Gupta,7,Other
2997,ROLLINS INC,9225,2001,3816,R. Randall Rollins,5,Retired
3002,ROSS STORES INC,9248,2013,6562,Michael Balmuth,5,Retired
3005,ROUSE PROPERTIES INC,9256,2015,46751,Andrew P. Silberfein,7,Other
3006,ROWAN COS PLC,9258,2002,1919,C. Robert Palmer,5,Retired
3007,ROWAN COS PLC,9258,2008,1921,Daniel F. McNease,5,Retired
3008,ROWAN COS PLC,9258,2013,39139,W. Matthew Ralls,5,Retired
3009,ROWAN COMPANIES PLC,9258,2017,43381,Thomas P. Burke,7,Other
3015,HARRIS TEETER SUPERMARKETS,9284,2013,5442,Thomas W. Dickson,7,Other
3017,KID BRANDS INC,9289,2003,27450,Angelica Berrie,7,Other
3018,KID BRANDS INC,9289,2007,29226,Andrew R. Gatto,5,Retired
3019,KID BRANDS INC,9289,2011,35518,Bruce G. Crain,5,Retired
3020,KID BRANDS INC,9289,2013,45912,Raphael Benaroya,5,Retired
3022,RUSSELL CORP,9293,2005,16241,John F. Ward,7,Other
3023,RYAN'S RESTAURANT GROUP INC,9298,2005,1934,Charles D. Way,7,Other
3024,RYDER SYSTEM INC,9299,2000,1936,M. Anthony Burns,5,Retired
3025,RYDER SYSTEM INC,9299,2012,18816,Gregory T. Swienton,5,Retired
3029,RYLAND GROUP INC,9302,2014,30306,Larry T. Nicholson,7,Other
3033,SCI SYSTEMS INC,9313,2000,6587,"A. Eugene Sapp, Jr.",7,Other
3035,SPS TECHNOLOGIES INC,9332,2001,6591,Charles W. Grigg,5,Retired
3036,SPS TECHNOLOGIES INC,9332,2002,22219,John S. Thompson,7,Other
3038,VALEANT PHARMACEUTICALS -OLD,9340,2004,25638,Robert W. O'Leary,5,Retired
3039,VALEANT PHARMACEUTICALS -OLD,9340,2007,25640,Timothy C. Tyson,5,Retired
3043,SAFECO CORP,9351,2005,23537,Michael S. McGavick,5,Retired
3044,SAFECO CORP,9351,2007,30464,Paula G. Rosput Reynolds,7,Other
3045,SAFEGUARD SCIENTIFICS INC,9355,2000,12496,Warren V. Musser,5,Retired
3046,SAFEGUARD SCIENTIFICS INC,9355,2001,27829,"Vincent G. Bell, Jr.",5,Retired
3047,SAFEGUARD SCIENTIFICS INC,9355,2005,27827,Anthony L. Craig,5,Retired
3048,SAFEGUARD SCIENTIFICS INC,9355,2012,31150,Peter J. Boni,5,Retired
3052,SAFEWAY INC,9359,2012,4929,Steven A. Burd,5,Retired
3053,SAFEWAY INC,9359,2014,29131,Robert L. Edwards,7,Other
3057,ST JUDE MEDICAL INC,9372,2014,14426,Daniel J. Starks,5,Retired
3058,ST JUDE MEDICAL INC,9372,2015,23779,Michael T. Rousseau,7,Other
3059,ST PAUL COS,9380,2001,1957,Douglas W. Leatherdale,5,Retired
3060,ST PAUL COS,9380,2004,23587,Jay S. Fishman,7,Other
3065,HILLSHIRE BRANDS CO,9411,2000,1972,John H. Bryan,5,Retired
3068,HILLSHIRE BRANDS CO,9411,2011,42922,Marcel H. M. Smits,7,Other
3069,HILLSHIRE BRANDS CO,9411,2013,46326,Sean M. Connolly,7,Other
3074,SCANA CORP,9445,2011,3836,William B. Timmerman,7,Other
3080,SCHERING-PLOUGH,9459,2008,26729,Fred Hassan,7,Other
3082,SCHLUMBERGER LTD,9465,2011,16070,Andrew F. J. Gould,5,Retired
3086,SCHULMAN (A.) INC,9472,2014,36507,Joseph M. Gingo,5,Retired
3088,SCHULMAN (A.) INC,9472,2017,36507,Joseph M. Gingo,7,Other
3091,SCIENTIFIC-ATLANTA INC,9483,2004,4939,James F. McDonald,7,Other
3099,OCEAN ENERGY INC,9549,2002,17064,James T. Hackett,7,Other
3101,SEALED AIR CORP,9555,2012,3861,William V. Hickey,5,Retired
3102,SEALED AIR CORP,9555,2017,47102,Jerome A. Peribere,5,Retired
3106,SEARS ROEBUCK & CO,9563,2000,2010,Arthur C. Martinez,5,Retired
3107,SEARS ROEBUCK & CO,9563,2004,12009,Alan J. Lacy,7,Other
3109,SEITEL INC,9589,2003,29113,Larry E. Lenig Jr.,7,Other
3110,SEITEL INC,9589,2004,29112,Randall D. Stilley,6,New Opportunity
3111,SEITEL INC,9589,2017,29110,Robert D. Monson,7,Other
3112,SEMTECH CORP,9599,2003,19771,John D. Poe,5,Retired
3117,SENSORMATIC ELECTRONICS,9602,2000,20381,Per-Olof Loof,7,Other
3118,SERVICE CORP INTERNATIONAL,9611,2004,2015,Robert L. Waltrip,5,Retired
3122,SERVICE MERCHANDISE CO,9612,2000,5454,S. Cusano,7,Other
3124,SERVICEMASTER CO,9613,2000,10967,C. William Pollard,7,Other
3126,SERVICEMASTER CO,9613,2010,33729,J. Patrick Spainhour,5,Retired
3134,SHERWIN-WILLIAMS CO,9667,2015,13933,Christopher M. Connor,5,Retired
3139,SHONEY'S INC,9673,2000,15932,J. Michael Bodnar,5,Retired
3142,SIERRA HEALTH SERVICES,9689,2006,6614,Anthony M. Marlon,7,Other
3147,SIGMA-ALDRICH CORP,9699,2005,3880,David R. Harvey,5,Retired
3149,SIGMA-ALDRICH CORP,9699,2014,38297,Rakesh Sachdev,6,New Opportunity
3151,SYMMETRICOM INC,9715,2009,15891,Thomas W. Steipp,5,Retired
3152,SYMMETRICOM INC,9715,2013,42923,David G. Ct,5,Retired
3157,SKYLINE CORP,9761,2000,2041,Ronald F. Kloska,5,Retired
3158,SKYLINE CORP,9761,2011,24383,Thomas G. Deranek,5,Retired
3160,SKYLINE CORP,9761,2016,53577,Richard W. Florea,7,Other
