dismissal_dataset_id,coname,gvkey,fyear,co_per_rol,exec_fullname,departure_code,CEO_left_due_to
2256,MEDTRONIC PLC,7228,2010,26030,William A. Hawkins III,3,Poor Job Performance
2276,MERCK & CO,7257,2004,4856,Raymond V. Gilmartin,3,Poor Job Performance
2284,MERRILL LYNCH & CO INC,7267,2002,1502,David H. Komansky,4,Legal Violation
2285,MERRILL LYNCH & CO INC,7267,2007,13867,Ernest Stanley O'Neal,3,Poor Job Performance
2290,METHODE ELECTRONICS INC,7291,2000,11618,William J. McGinley,1,Death
2296,MICHAELS COS INC,7316,2012,40617,John B. Menzer,2,Illness
2297,MICHAELS COS INC,7316,2017,49291,Carl S. Rubin,3,Poor Job Performance
2302,MICRON TECHNOLOGY INC,7343,2011,3532,Steven R. Appleton,1,Death
2347,MOLEX INC,7506,2004,4865,J. Joseph King,3,Poor Job Performance
2366,RUBY TUESDAY INC,7566,2012,3565,Samuel E. Beall III,3,Poor Job Performance
2367,RUBY TUESDAY INC,7566,2016,47827,James J. Buettgen,3,Poor Job Performance
2376,MOTOROLA SOLUTIONS INC,7585,2003,1548,Christopher B. Galvin,3,Poor Job Performance
2385,MURPHY OIL CORP,7620,2011,34266,David M. Wood,3,Poor Job Performance
2398,BANK OF AMERICA CORP,7647,2009,1555,Kenneth D. Lewis,4,Legal Violation
2400,NCR CORP,7648,2002,11827,Lars Nyberg,3,Poor Job Performance
2403,NCR CORP,7648,2017,30276,William R. Nuti,2,Illness
2407,NUI CORP,7668,2003,20096,John Kean Jr.,4,Legal Violation
2413,NANOMETRICS INC,7682,2007,44405,John D. Heaton,3,Poor Job Performance
2426,NATIONAL CITY CORP,7711,2006,4874,David A. Daberko,3,Poor Job Performance
2440,AVATEX CORP,7745,2001,1574,Melvyn J. Estrin,3,Poor Job Performance
2441,AVATEX CORP,7745,2001,1573,Abbey J. Butler,3,Poor Job Performance
2442,TENET HEALTHCARE CORP,7750,2002,1579,Jeffrey C. Barbakow,3,Poor Job Performance
2445,TENET HEALTHCARE CORP,7750,2017,10390,Trevor Fetter,3,Poor Job Performance
2453,NATIONAL SEMICONDUCTOR CORP,7772,2008,10397,Brian L. Halla,3,Poor Job Performance
2457,NATIONAL SERVICE INDS INC,7773,2002,13572,Brock A. Hattox,2,Illness
2463,NATURES SUNSHINE PRODS INC,7799,2003,14960,Daniel P. Howells,3,Poor Job Performance
2464,NATURES SUNSHINE PRODS INC,7799,2009,6341,Douglas Faggioli,4,Legal Violation
2465,NATURES SUNSHINE PRODS INC,7799,2011,44095,Michael D. Dean,3,Poor Job Performance
2466,NATURES SUNSHINE PRODS INC,7799,2018,45906,Gregory L. Probert,3,Poor Job Performance
2470,NV ENERGY INC,7824,2000,17066,Michael R. Niggli,3,Poor Job Performance
2487,NEW YORK TIMES CO -CL A,7866,2011,16067,Janet L. Robinson,3,Poor Job Performance
2491,NEWELL BRANDS INC,7875,2000,16583,John J. McDonough,3,Poor Job Performance
2492,NEWELL BRANDS INC,7875,2005,23639,Joseph Galli Jr.,3,Poor Job Performance
2497,NEWMONT MINING CORP,7881,2006,1607,Wayne W. Murdy B.Sc. C.P.A. CPA,2,Illness
2498,NEWMONT MINING CORP,7881,2012,30283,Richard T. OBrien,3,Poor Job Performance
2506,NICOR INC,7904,2004,1617,Thomas L. Fisher,3,Poor Job Performance
2509,NIKE INC -CL B,7906,2005,29649,William D. Perez,3,Poor Job Performance
2519,NORDSTROM INC,7922,2000,1630,John J. Whitacre,3,Poor Job Performance
2520,NORDSTROM INC,7922,2017,16522,Blake W. Nordstrom,1,Death
2544,NORTEL NETWORKS CORP,7980,2001,5140,John Andrew Roth,3,Poor Job Performance
2545,NORTEL NETWORKS CORP,7980,2003,21494,Frank A. Dunn,3,Poor Job Performance
2546,NORTEL NETWORKS CORP,7980,2005,29429,William A. Owens,3,Poor Job Performance
2547,NORTEL NETWORKS CORP,7980,2009,31798,Mike Svetozar Zafirovski,3,Poor Job Performance
2564,NORTHWESTERN CORP,8001,2002,18269,Merle D. Lewis,4,Legal Violation
2566,NORTHWESTERN CORP,8001,2008,19079,Michael J. Hanson,3,Poor Job Performance
2572,WELLS FARGO & CO,8007,2016,25056,John G. Stumpf,4,Legal Violation
2573,WELLS FARGO & CO,8007,2018,45253,"Timothy J. Sloan, M.B.A.",3,Poor Job Performance
2589,OAKWOOD HOMES CORP,8067,2000,13593,William G. Edwards,3,Poor Job Performance
2590,OAKWOOD HOMES CORP,8067,2001,22895,Duane D. Daggett,3,Poor Job Performance
2591,OCCIDENTAL PETROLEUM CORP,8068,2010,1674,Ray R. Irani,3,Poor Job Performance
2608,FIRSTENERGY CORP,8099,2003,1686,H. Peter Burg,2,Illness
2612,OGE ENERGY CORP,8113,2007,3667,Steven E. Moore,1,Death
2621,OMNICARE INC,8133,2010,6404,Joel F. Gemunder,3,Poor Job Performance
2623,OMNICARE INC,8133,2013,42263,John L. Workman,3,Poor Job Performance
2626,ONEOK INC,8151,2000,1692,Larry W. Brummett,1,Death
2640,OVERSEAS SHIPHOLDING GROUP,8210,2012,29417,Morten Arntzen,3,Poor Job Performance
2647,OWENS & MINOR INC,8213,2018,52544,Paul Cody Phipps,3,Poor Job Performance
2648,OWENS CORNING,8214,2001,1705,Glen H. Hiner,3,Poor Job Performance
2652,OWENS-ILLINOIS INC,8215,2006,29894,Steven R. McCracken,2,Illness
2657,PHH CORP,8240,2009,39084,Terence W. Edwards,3,Poor Job Performance
2658,PHH CORP,8240,2011,42517,Jerome John Selitto,3,Poor Job Performance
2659,PHH CORP,8240,2016,45909,Glen A. Messina,3,Poor Job Performance
2675,PG&E CORP,8264,2010,21738,Peter A. Darbee,3,Poor Job Performance
2678,PG&E CORP,8264,2019,52548,Geisha J. Williams,3,Poor Job Performance
2681,SEMPRA ENERGY,8272,2005,16245,Stephen L. Baum,3,Poor Job Performance
2703,PAR PHARMACEUTCL HLDGS -REDH,8333,2006,17425,Scott L. Tarriff,3,Poor Job Performance
2717,PATRICK INDUSTRIES INC,8386,2008,53552,Paul E. Hassler,3,Poor Job Performance
2728,PENN VIRGINIA CORP,8440,2015,29001,H. Baird Whitehead,3,Poor Job Performance
2732,PENNEY (J C) CO,8446,2000,1764,James E. Oesterreicher,3,Poor Job Performance
2734,PENNEY (J C) CO,8446,2011,29215,Myron E. Ullman III,3,Poor Job Performance
2735,PENNEY (J C) CO,8446,2012,45278,Ronald B. Johnson,3,Poor Job Performance
2749,PEOPLES ENERGY CORP,8470,2006,9087,Thomas M. Patrick,4,Legal Violation
2751,PEP BOYS-MANNY MOE & JACK,8475,2005,27752,Lawrence N. Stevenson,3,Poor Job Performance
2754,PEP BOYS-MANNY MOE & JACK,8475,2014,35273,Michael R. Odell,3,Poor Job Performance
2763,PDC ENERGY INC,8512,2010,36367,Richard W. McCullough,4,Legal Violation
2767,PFIZER INC,8530,2005,1794,Henry A. McKinnell,3,Poor Job Performance
2769,PFIZER INC,8530,2010,25042,Jeffrey B. Kindler,3,Poor Job Performance
2791,PVH CORP,8551,2005,3712,Mark Weber,3,Poor Job Performance
2800,PIER 1 IMPORTS INC/DE,8579,2016,33390,Alexander W. Smith,3,Poor Job Performance
2801,PIER 1 IMPORTS INC/DE,8579,2018,59963,Alasdair B. James,3,Poor Job Performance
2810,AGILYSYS INC,8599,2008,6481,Arthur Rhein,3,Poor Job Performance
2811,AGILYSYS INC,8599,2010,27948,Martin F. Ellis,3,Poor Job Performance
2826,PLAINS RESOURCES INC,8627,2002,24504,James C. Flores,3,Poor Job Performance
2839,POPE & TALBOT INC,8675,2006,6509,Michael Flannery,3,Poor Job Performance
2853,POWELL INDUSTRIES INC,8699,2015,46460,Michael Allan Lucas,3,Poor Job Performance
2868,PROCTER & GAMBLE CO,8762,2000,1850,Durk I. Jager,3,Poor Job Performance
2895,PUGET ENERGY INC,8818,2001,3759,William S. Weaver,3,Poor Job Performance
2901,PULTEGROUP INC,8823,2016,25169,Richard J. Dugas Jr.,3,Poor Job Performance
2921,QUANTUM CORP,8867,2018,33443,Jonathan W. Gacek,3,Poor Job Performance
2939,RAYTHEON CO,8972,2002,16454,Daniel P. Burnham,3,Poor Job Performance
2947,REGIS CORP/MN,9023,2012,10413,Paul D. Finkelstein,3,Poor Job Performance
2952,HSBC USA INC,9061,2014,44426,Irene Mitchell Dorner,3,Poor Job Performance
2953,HSBC USA INC,9061,2015,50102,Patrick J. Burke,3,Poor Job Performance
2961,REYNOLDS & REYNOLDS -CL A,9112,2004,17916,Lloyd G. Waterhouse,4,Legal Violation
2967,RIGGS NATIONAL CORP,9142,2000,6555,Joe L. Allbritton,4,Legal Violation
2968,RIGGS NATIONAL CORP,9142,2004,24297,Robert L. Allbritton,4,Legal Violation
2971,RITE AID CORP,9155,2002,20250,Robert G. Miller,3,Poor Job Performance
2973,RITE AID CORP,9155,2018,22492,John T. Standley,3,Poor Job Performance
2986,ROCKWELL AUTOMATION,9203,2016,17907,Keith D. Nosbusch,3,Poor Job Performance
2996,SAFETY-KLEEN CORP,9224,2000,13852,Kenneth W. Winger,3,Poor Job Performance
3004,ROUSE PROPERTIES INC,9256,2003,26919,Anthony W. Deering,1,Death
3016,KID BRANDS INC,9289,2002,6565,Russell Berrie,1,Death
3028,RYLAND GROUP INC,9302,2008,6576,R. Chad Dreier,3,Poor Job Performance
3037,VALEANT PHARMACEUTICALS -OLD,9340,2001,13420,Milan Panic,3,Poor Job Performance
3040,VALEANT PHARMACEUTICALS -OLD,9340,2009,37362,J. Michael Pearson,4,Legal Violation
3042,SAFECO CORP,9351,2000,1941,Roger H. Eigsti,3,Poor Job Performance
3049,SAFEGUARD SCIENTIFICS INC,9355,2017,33187,Stephen T. Zarrilli,3,Poor Job Performance
3056,ST JUDE MEDICAL INC,9372,2003,10038,Terry L. Shepherd,2,Illness
3066,HILLSHIRE BRANDS CO,9411,2005,1977,C. Steven McMillan,3,Poor Job Performance
3067,HILLSHIRE BRANDS CO,9411,2010,29898,Brenda C. Barnes,2,Illness
3072,SBARRO INC,9441,2009,39148,Peter J. Beaudrault,3,Poor Job Performance
3075,SCANA CORP,9445,2017,14472,Kevin B. Marsh,3,Poor Job Performance
3079,SCHERING-PLOUGH,9459,2002,1978,Richard Jay Kogan,4,Legal Violation
3081,SCHLUMBERGER LTD,9465,2002,1983,D. Euan Baird,3,Poor Job Performance
3085,SCHULMAN (A.) INC,9472,2007,3839,Terry L. Haines,4,Legal Violation
3087,SCHULMAN (A.) INC,9472,2016,36509,Bernard Rzepka,3,Poor Job Performance
3108,SEITEL INC,9589,2002,6603,Paul A. Frame,4,Legal Violation
3113,SEMTECH CORP,9599,2005,27751,Jason L. Carlson,3,Poor Job Performance
3125,SERVICEMASTER CO,9613,2005,23622,Jonathan P. Ward,3,Poor Job Performance
3127,SERVICEMASTER CO,9613,2012,45313,Harry J. Mullany III,3,Poor Job Performance
3128,SERVICEMASTER CO,9613,2013,48467,Robert J. Gillette,3,Poor Job Performance
3148,SIGMA-ALDRICH CORP,9699,2010,23761,Jai P. Nagarkatti Ph.D.,1,Death
3159,SKYLINE CORP,9761,2014,35677,Bruce G. Page,3,Poor Job Performance
3173,SNAP-ON INC,9778,2000,2043,Robert A. Cornog,3,Poor Job Performance
3174,SNAP-ON INC,9778,2004,21095,Dale F. Elliott,3,Poor Job Performance
3179,KEYCORP,9783,2000,2048,Robert W. Gillespie,3,Poor Job Performance
3184,SONOCO PRODUCTS CO,9815,2000,4950,Peter C. Browning,3,Poor Job Performance
3187,SONOCO PRODUCTS CO,9815,2018,39169,Robert C. Tiede,3,Poor Job Performance
3207,SOUTHWEST AIRLINES,9882,2004,3918,James F. Parker,3,Poor Job Performance
3216,SOUTHWESTERN ENERGY CO,9904,2015,37167,Steven L. Mueller,3,Poor Job Performance
3233,CALATLANTIC GROUP INC,10002,2007,10041,Stephen J. Scarborough,3,Poor Job Performance
3234,CALATLANTIC GROUP INC,10002,2008,38332,Jeffrey V. Peterson,3,Poor Job Performance
3252,ENESCO GROUP INC,10013,2003,24244,Daniel DalleMolle,1,Death
3262,STATE STREET CORP,10035,2003,3937,David A. Spina,2,Illness
3273,STEWART & STEVENSON SERVICES,10085,2003,19493,Michael L. Grimes,3,Poor Job Performance
3279,STEWART INFORMATION SERVICES,10086,2011,22976,Stewart Morris Jr.,3,Poor Job Performance
3286,PUBLIC STORAGE,10096,2019,27509,Ronald L. Havner Jr.,3,Poor Job Performance
3299,STRYKER CORP,10115,2011,26675,Stephen P. MacMillan,4,Legal Violation
3304,NAVIENT CORP,10121,2006,16567,Thomas J. Fitzpatrick,4,Legal Violation
3321,SUNSHINE MINING & REFINING,10174,2000,6725,John S. Simko,3,Poor Job Performance
3330,SUPERVALU INC,10190,2008,2115,Jeffrey Noddle,3,Poor Job Performance
3331,SUPERVALU INC,10190,2011,42532,Craig R. Herkert,3,Poor Job Performance
3333,SUPERVALU INC,10190,2015,47709,Sammy K. Duncan,3,Poor Job Performance
3337,SUPERIOR INDUSTRIES INTL,10195,2018,50605,Donald J. Stebbins,3,Poor Job Performance
3341,SILVERBOW RESOURCES INC,10221,2016,20287,Terry E. Swift,3,Poor Job Performance
3344,SYMBOL TECHNOLOGIES,10232,2002,3985,Tomo Razmilovic,4,Legal Violation
3365,TECO ENERGY INC,10277,2004,18452,Robert D. Fagan,3,Poor Job Performance
3379,BOMBAY CO INC,10331,2002,16811,Carmie Mehrlander,3,Poor Job Performance
3384,RS LEGACY CORP,10332,2005,18595,David J. Edmondson,4,Legal Violation
3385,RS LEGACY CORP,10332,2010,32496,Julian C. Day,3,Poor Job Performance
3386,RS LEGACY CORP,10332,2012,32497,James Frederick Gooch,3,Poor Job Performance
3387,RS LEGACY CORP,10332,2013,48809,Joseph C. Magnacca,3,Poor Job Performance
3389,TEAM INC,10353,2017,53424,Ted W. Owen,3,Poor Job Performance
3393,PULSE ELECTRONICS CORP,10374,2014,45335,Ralph E. Faison,3,Poor Job Performance
3394,TECUMSEH PRODUCTS CO,10386,2006,4000,Todd W. Herrick,3,Poor Job Performance
3395,TECUMSEH PRODUCTS CO,10386,2009,35102,Edwin L. Buker,3,Poor Job Performance
3396,TECUMSEH PRODUCTS CO,10386,2011,38366,James E. Wainright,3,Poor Job Performance
3397,TECUMSEH PRODUCTS CO,10386,2014,43392,James J. Connor,3,Poor Job Performance
3404,ALLEGHENY TECHNOLOGIES INC,10405,2000,18777,Thomas A. Corcoran,3,Poor Job Performance
3411,TELEFLEX INC,10407,2010,23969,Jeffrey P. Black,3,Poor Job Performance
3418,TELLABS INC,10420,2007,28633,Krish A. Prabhu Ph.D.,3,Poor Job Performance
3419,TELLABS INC,10420,2012,37067,Robert W. Pullen,1,Death
3436,ANDEAVOR,10466,2009,35638,Bruce A. Smith,3,Poor Job Performance
3440,TEXACO INC,10482,2000,2167,Peter I. Bijur,4,Legal Violation
3459,THOMAS & BETTS CORP,10540,2000,2184,Clyde R. Moore,3,Poor Job Performance
3463,THOR INDUSTRIES INC,10549,2009,6784,Wade F. B. Thompson,1,Death
3466,THORATEC CORP,10550,2014,37694,Gerhard F. Burbach,3,Poor Job Performance
3476,SIX FLAGS ENTERTAINMENT CORP,10567,2005,17407,Kieran E. Burke,3,Poor Job Performance
3477,SIX FLAGS ENTERTAINMENT CORP,10567,2009,31164,Mark S. Shapiro,3,Poor Job Performance
3479,SIX FLAGS ENTERTAINMENT CORP,10567,2017,43402,John M. Duffey,4,Legal Violation
3488,TOOTSIE ROLL INDUSTRIES INC,10609,2013,10986,Melvin J. Gordon,1,Death
3492,TORCHMARK CORP,10614,2011,16098,Mark S. McAndrew,3,Poor Job Performance
3509,TOYS R US INC,10639,2005,2212,Richard L. Markee,3,Poor Job Performance
3510,TOYS R US INC,10639,2012,33735,Gerald L. Storch,3,Poor Job Performance
3519,TRIBUNE MEDIA CO,10726,2016,49592,Peter Liguori,3,Poor Job Performance
3530,TYCO INTERNATIONAL PLC,10787,2002,2230,L. Dennis Kozlowski,4,Legal Violation
3537,TYSON FOODS INC -CL A,10793,2008,23289,Richard L. Bond,3,Poor Job Performance
3539,TYSON FOODS INC -CL A,10793,2016,36559,Donnie Smith,3,Poor Job Performance
3540,TYSON FOODS INC -CL A,10793,2018,53892,Thomas P. Hayes,3,Poor Job Performance
3543,UNITED CONTINENTAL HLDGS INC,10795,2001,14284,James E. Goodwin,3,Poor Job Performance
3546,UNITED CONTINENTAL HLDGS INC,10795,2015,43794,Jeffery A. Smisek,3,Poor Job Performance
3559,UNIFI INC,10839,2007,17830,Brian R. Parke,3,Poor Job Performance
3560,UNIFI INC,10839,2016,35557,William L. Jasper,4,Legal Violation
3561,UNIFI INC,10839,2018,55597,Kevin Duane Hall,3,Poor Job Performance
3562,UNIFIRST CORP,10840,2017,33807,Ronald D. Croatti,1,Death
3575,UNION PACIFIC CORP,10867,2011,21013,James R. Young,2,Illness
3578,UNION PLANTERS CORP,10868,2000,6819,Benjamin W. Rawlins Jr.,1,Death
3584,CHIQUITA BRANDS INTL INC,10884,2001,6824,Carl H. Lindner,3,Poor Job Performance
3585,CHIQUITA BRANDS INTL INC,10884,2003,26208,Cyrus F. Freidheim Jr.,3,Poor Job Performance
3586,CHIQUITA BRANDS INTL INC,10884,2012,29263,Fernando G. Aguirre,3,Poor Job Performance
3590,UNITEDHEALTH GROUP INC,10903,2006,2267,William W. McGuire,4,Legal Violation
3605,US AIRWAYS GROUP INC-OLD,10946,2001,12308,Rakesh Gangwal,3,Poor Job Performance
3606,US AIRWAYS GROUP INC-OLD,10946,2003,26289,David N. Siegel,3,Poor Job Performance
3625,UNITED TECHNOLOGIES CORP,10983,2014,21227,Louis R. Chenevert,3,Poor Job Performance
3627,SPRINT CORP,10984,2002,2308,William T. Esrey,4,Legal Violation
3628,SPRINT CORP,10984,2007,9182,Gary D. Forsee,3,Poor Job Performance
3629,SPRINT CORP,10984,2013,30330,Daniel R. Hesse,3,Poor Job Performance
3658,AQUILA INC,11056,2002,4075,Robert K. Green,3,Poor Job Performance
3662,VF CORP,11060,2016,23594,Eric C. Wiseman,3,Poor Job Performance
3677,VEECO INSTRUMENTS INC,11124,2018,35213,John R. Peeler,3,Poor Job Performance
3683,VOLT INFO SCIENCES INC,11213,2005,11137,William Shaw,1,Death
3684,VOLT INFO SCIENCES INC,11213,2011,18236,Steven A. Shaw,4,Legal Violation
3685,VOLT INFO SCIENCES INC,11213,2015,48152,Ronald Kochman,3,Poor Job Performance
3686,VOLT INFO SCIENCES INC,11213,2018,52086,Michael D. Dean,3,Poor Job Performance
3688,VORNADO REALTY TRUST,11220,2012,29798,Michael D. Fascitelli,3,Poor Job Performance
3702,WALMART INC,11259,2013,25394,Michael Terry Duke,4,Legal Violation
3709,WALGREENS BOOTS ALLIANCE INC,11264,2008,24730,Jeffrey A. Rein,3,Poor Job Performance
3728,AVISTA CORP,11304,2000,19805,Thomas M. Matthews,3,Poor Job Performance
3742,WAUSAU PAPER CORP,11315,2013,39236,Henry C. Newell,3,Poor Job Performance
3752,WENDY'S INTERNATIONAL INC,11366,2005,16186,John T. Schuessler,3,Poor Job Performance
3768,WESTWOOD ONE INC -OLD,11450,2002,16893,Joel Hollander,3,Poor Job Performance
3769,WESTWOOD ONE INC -OLD,11450,2005,27606,Shane E. Coppola,3,Poor Job Performance
3771,WESTWOOD ONE INC -OLD,11450,2008,38057,Thomas F. X. Beusse,3,Poor Job Performance
3774,WEYERHAEUSER CO,11456,2007,13918,Steven R. Rogel,3,Poor Job Performance
3780,HANDY & HARMAN LTD,11462,2002,16884,Robert D. LeBlanc,3,Poor Job Performance
3793,WILEY (JOHN) & SONS -CL A,11499,2014,42774,Stephen M. Smith,2,Illness
3812,WILLIAMS-SONOMA INC,11511,2002,24470,Dale W. Hilpert,3,Poor Job Performance
3818,WILMINGTON TRUST CORP,11513,2009,4116,Ted Thomas Cecala,3,Poor Job Performance
3824,WINN-DIXIE STORES INC,11535,2004,25213,Frank Lazaran,3,Poor Job Performance
3833,WEC ENERGY GROUP INC,11550,2017,27080,Allen Lewis Leverett,2,Illness
3875,ZALE CORP,11669,2001,15144,Beryl B. Raff,3,Poor Job Performance
3877,ZALE CORP,11669,2006,15142,Mary L. Forte,3,Poor Job Performance
3878,ZALE CORP,11669,2007,31747,Mary E. Burton,3,Poor Job Performance
3879,ZALE CORP,11669,2009,35895,Neal Goldberg,3,Poor Job Performance
3880,ZALE CORP,11669,2013,35896,Theophlius Killion,3,Poor Job Performance
3900,PENFORD CORP,11748,2001,6987,Jeffrey T. Cook,3,Poor Job Performance
3918,BEAR STEARNS COMPANIES INC,11818,2007,4145,James E. Cayne,3,Poor Job Performance
3922,ASSOCIATED BANC-CORP,11842,2009,27047,Paul S. Beideman,3,Poor Job Performance
3933,FIRST MIDWEST BANCORP INC,11896,2008,16091,John M. O'Meara,1,Death
3938,NOVELL INC,11910,2006,23409,Jack L. Messman,3,Poor Job Performance
3945,ANADARKO PETROLEUM CORP,11923,2002,4156,John N. Seitz,3,Poor Job Performance
3950,NOBLE CORP PLC,11925,2007,21211,Mark A. Jackson,3,Poor Job Performance
3952,TUESDAY MORNING CORP,11944,2012,31059,Kathleen Mason,3,Poor Job Performance
3967,BALLY TECHNOLOGIES INC,12075,2014,39275,Ramesh Srinivasan,3,Poor Job Performance
3970,GOTTSCHALKS INC,12122,2007,15085,James R. Famalette,3,Poor Job Performance
3974,BIG LOTS INC,12123,2017,48838,David J. Campisi,2,Illness
3976,MORGAN STANLEY,12124,2005,13800,Philip J. Purcell,3,Poor Job Performance
3980,PACIFICARE HEALTH SYSTEMS,12126,2000,4178,Alan R. Hoops,3,Poor Job Performance
3982,SUN MICROSYSTEMS INC,12136,2006,2462,Scott G. McNealy,3,Poor Job Performance
3997,ORACLE CORP,12142,2017,44443,Mark Vincent Hurd,1,Death
4005,COTY INC,12151,2018,53598,Camillo Pane,3,Poor Job Performance
4007,TECH DATA CORP,12171,2006,7042,Steven A. Raymund,3,Poor Job Performance
4020,TEKELEC,12212,2010,37709,Franco Plastina,3,Poor Job Performance
4032,XOMA CORP,12252,2011,35239,Steven B. Engle,3,Poor Job Performance
4049,REWARDS NETWORKS INC,12277,2004,36763,George S. Wiedemann,3,Poor Job Performance
4053,HEALTH MANAGEMENT ASSOC,12338,2000,10889,William J. Schoen,3,Poor Job Performance
4079,FREDS INC,12403,2017,51089,Michael K. R. Bloom,3,Poor Job Performance
4093,WATTS WATER TECHNOLOGIES INC,12445,2002,4211,Timothy P. Horne,4,Legal Violation
4094,WATTS WATER TECHNOLOGIES INC,12445,2010,26065,Patrick S. O'Keefe,2,Illness
4116,ST JOE CO,12544,2014,62951,"L. Park Brady, Jr.",3,Poor Job Performance
4118,HARTE HANKS INC,12545,2007,17168,Richard M. Hochhauser,3,Poor Job Performance
4122,HARTE HANKS INC,12545,2018,52624,Karen A. Puckett,3,Poor Job Performance
4131,MAGNETEK INC,12581,2006,29954,Thomas G. Boren,3,Poor Job Performance
4138,ASCENTIAL SOFTWARE CORP,12587,2000,16956,Jean-Yves Dexmier,3,Poor Job Performance
4140,ENCOMPASS HEALTH CORP,12589,2001,4242,Richard M. Scrushy,4,Legal Violation
4144,CNO FINANCIAL GROUP INC,12603,2002,21794,Gary C. Wendt,3,Poor Job Performance
4150,M/I HOMES INC,12615,2003,29888,Irving E. Schottenstein,2,Illness
4166,SILICON GRAPHICS INC,12679,2006,4270,Robert R. Bishop,3,Poor Job Performance
4167,SILICON GRAPHICS INC,12679,2007,33705,Dennis McKenna,3,Poor Job Performance
4171,KB HOME,12689,2006,2478,Bruce Karatz,4,Legal Violation
4175,UNUM GROUP,12726,2002,19281,J. Harold Chandler,3,Poor Job Performance
4188,COCA-COLA EUROPEAN PARTNERS,12756,2005,4279,John R. Alm,3,Poor Job Performance
4192,PILGRIM'S PRIDE CORP,12785,2007,28235,O. B. Goolsby Jr.,1,Death
4193,PILGRIM'S PRIDE CORP,12785,2008,30101,J. Clinton Rivers,3,Poor Job Performance
4200,LOJACK CORP,12789,2004,31524,Ronald J. Rossi,3,Poor Job Performance
4209,CORELOGIC INC,12796,2015,42293,Anand K. Nallathambi,1,Death
4211,GIGAMON INC,12803,2012,54731,Ted C. Ho,3,Poor Job Performance
4214,HEARTLAND EXPRESS INC,12840,2011,7189,Russell A. Gerdin,2,Illness
4218,CERNER CORP,12850,2016,7196,Neal L. Patterson,1,Death
4221,QUIKSILVER INC,12868,2014,48498,Andrew P. Mooney,3,Poor Job Performance
4222,QUIKSILVER INC,12868,2015,38334,Pierre Agnes,1,Death
4223,COMVERSE TECHNOLOGY INC,12884,2004,7201,Kobi Alexander,4,Legal Violation
4224,COMVERSE TECHNOLOGY INC,12884,2010,42937,Andre Dahan,4,Legal Violation
4245,NETWORK EQUIPMENT TECH INC,13011,2004,19896,Hubert A. J. Whyte,3,Poor Job Performance
4259,SYNOVUS FINANCIAL CORP,13041,2010,11991,Richard E. Anthony,2,Illness
4287,HCP INC,13125,2013,35692,James F. Flaherty III CPA CPA,3,Poor Job Performance
4295,INDYMAC BANCORP INC,13166,2007,21725,Michael W. Perry,3,Poor Job Performance
4304,PHOTRONICS INC,13200,2003,23832,Daniel Del Rosario,3,Poor Job Performance
4319,ORGANOGENESIS INC,13282,2000,19537,Philip M. Laughlin,4,Legal Violation
4320,ORGANOGENESIS INC,13282,2002,16058,Michael L. Sabolinski,4,Legal Violation
4354,KOMAG INC,13369,2006,16858,Thian Hoo Tan,3,Poor Job Performance
4371,CALGON CARBON CORP,13406,2002,20928,James A. Cederna,3,Poor Job Performance
4394,ADVANCED MARKETING SERVICES,13503,2002,22980,Michael M. Nicita,4,Legal Violation
4402,HANCOCK FABRICS INC,13531,2010,33632,Jane F. Aggers,3,Poor Job Performance
4411,MBIA INC,13561,2007,16479,Gary C. Dunton,3,Poor Job Performance
4439,TIFFANY & CO,13646,2016,45423,Frederic Patrick Cumenal,3,Poor Job Performance
4453,ALERIS CORP,13712,2003,7417,Don V. Ingram,3,Poor Job Performance
4458,CBS CORP,13714,2005,12547,Sumner M. Redstone,2,Illness
4459,CBS CORP,13714,2018,29214,Leslie Moonves II,4,Legal Violation
4471,FAIR ISAAC CORP,13824,2007,20856,Thomas G. Grudnowski,3,Poor Job Performance
4476,CAMBREX CORP,13839,2005,29006,John R. Leone,3,Poor Job Performance
4480,FACTORY 2-U STORES INC,13842,2003,26231,William R. Fields,3,Poor Job Performance
4481,BALLY TOTAL FITNESS HLDG CP,13853,2002,20807,Lee S. Hillman,4,Legal Violation
4482,BALLY TOTAL FITNESS HLDG CP,13853,2006,21912,Paul A. Toback,3,Poor Job Performance
4483,TILE SHOP HOLDINGS INC,13861,2014,53619,Robert A. Rucker,3,Poor Job Performance
4488,MAYORS JEWELERS INC/DE,13866,2001,13043,Isaac Arguetty,3,Poor Job Performance
4498,SCHWAB (CHARLES) CORP,13988,2004,4404,David S. Pottruck,3,Poor Job Performance
4501,WARNACO GROUP INC,13990,2001,9852,Linda J. Wachner,3,Poor Job Performance
4504,NEIMAN MARCUS GROUP INC,14007,2001,18527,Robert A. Smith,3,Poor Job Performance
4516,FIRSTFED FINANCIAL CORP/CA,14129,2012,20731,James P. Giraldin,3,Poor Job Performance
4523,LANDAUER INC,14169,2014,36291,William E. Saxelby,3,Poor Job Performance
4534,COLONIAL BANCGROUP,14201,2008,22526,Robert E. Lowder,3,Poor Job Performance
4553,BORLAND SOFTWARE CORP,14268,2005,20945,Dale L. Fuller,3,Poor Job Performance
4558,AKORN INC,14304,2008,44975,Arthur S. Przybyl,3,Poor Job Performance
4560,AKORN INC,14304,2019,44979,Rajat Rai,3,Poor Job Performance
4578,OREGON STEEL MILLS INC,14384,2003,5535,Joe E. Corvin,3,Poor Job Performance
